date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:05	322617/322617	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d51fe6a550073797f7ed23f019f2eecc%22	https://www.commoninja.com/apps/_next/static/chunks/3fc9ba37.841de563f394869b.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/3fc9ba37.841de563f394869b.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:06	159319/159319	---MCZ	200	added ('OK')	application/javascript	etag:W/%228fe52f6c2fdd6bed3ef3886bf17165d1%22	https://www.commoninja.com/apps/_next/static/chunks/83f4fd82.8cc240d168448597.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/83f4fd82.8cc240d168448597.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:06	164983/164983	---MCZ	200	added ('OK')	application/javascript	etag:W/%221fd408dd8d091869b5695cbee6fe698f%22	https://www.commoninja.com/apps/_next/static/chunks/90663-20a0224263d11bcd.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/90663-20a0224263d11bcd.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:06	12631/12631	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7162fdc65a57a279007372c45669ef8%22	https://www.commoninja.com/apps/_next/static/chunks/95982.7efb5f3a0dbf197f.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/95982.7efb5f3a0dbf197f.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:06	56352/56352	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eca80803c9e1625263b936cd6f74702d%22	https://www.commoninja.com/apps/_next/static/chunks/40655.fdda7510c6b8b56d.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/40655.fdda7510c6b8b56d.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:06	32186/32186	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a5bd7992bb93ee024e43a28af80b8df1%22	https://www.commoninja.com/apps/_next/static/chunks/44037.42c600b3b891762e.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/44037.42c600b3b891762e.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:07	9315/9315	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285bfda89895dcb2fce816aa601b55fda%22	https://www.commoninja.com/apps/_next/static/chunks/73388.96b063a4649f4d73.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/73388.96b063a4649f4d73.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:07	70292/70292	---MCZ	200	added ('OK')	application/javascript	etag:W/%229bfa0e1e55878382e715f5cb9746c029%22	https://www.commoninja.com/apps/_next/static/chunks/91020.f6246d0c64951de7.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/91020.f6246d0c64951de7.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:07	12219/12219	---MCZ	200	added ('OK')	application/javascript	etag:W/%228144b7dc2e97d86656a91697297a1c94%22	https://www.commoninja.com/apps/_next/static/chunks/60755.ac0e41ea7c0dca85.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/60755.ac0e41ea7c0dca85.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:07	283073/283073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a446a434e2a79d34b2fc1cbaa811a831%22	https://www.commoninja.com/apps/_next/static/chunks/21570.46a4b0a9ca74845e.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/21570.46a4b0a9ca74845e.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:07	53401/53401	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233900109d378848e35a42cb61ea0c9a2%22	https://www.commoninja.com/apps/_next/static/chunks/86659.d27077e7a108e40d.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/86659.d27077e7a108e40d.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:08	20465/20465	---MCZ	200	added ('OK')	application/javascript	etag:W/%2202a390df53048ee3d478f4f93b9f5aba%22	https://www.commoninja.com/apps/_next/static/chunks/22659-36ec6c89b2b51416.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/22659-36ec6c89b2b51416.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:08	11227/11227	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b4e4fd359023f364e0dcd92f08022706%22	https://www.commoninja.com/apps/_next/static/chunks/95890.9012ebada8d8e8f2.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/95890.9012ebada8d8e8f2.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:08	142288/142288	---MCZ	200	added ('OK')	application/javascript	etag:W/%229a3cc35b507c392d04e30e6ce5e8b471%22	https://www.commoninja.com/apps/_next/static/chunks/44979.7fbb0aaa3060a197.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/44979.7fbb0aaa3060a197.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:08	17069/17069	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219a0b5273870ba62c6e0df230b47dea2%22	https://www.commoninja.com/apps/_next/static/chunks/17718.ad29c3e0953f1d2b.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/17718.ad29c3e0953f1d2b.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:09	32345/32345	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265244b4f4d6e94a5155f06dbb5f20807%22	https://www.commoninja.com/apps/_next/static/chunks/58100.e1e6b7bade7ca919.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/58100.e1e6b7bade7ca919.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:09	25804/25804	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f5b6d61331eb4743ff3b080f7f0a87d%22	https://www.commoninja.com/apps/_next/static/chunks/58926.b112592d9f3b49a2.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/58926.b112592d9f3b49a2.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:09	77324/77324	---MCZ	200	added ('OK')	application/javascript	etag:W/%2287e25eeb0665d2c213fe19ec187225ed%22	https://www.commoninja.com/apps/_next/static/chunks/27034.a15b651cc99b92e1.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/27034.a15b651cc99b92e1.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:09	81426/81426	---MCZ	200	added ('OK')	application/javascript	etag:W/%2207e921584472765204786c9d3dcb58b9%22	https://www.commoninja.com/apps/_next/static/chunks/4032.828ab9eba292d420.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/4032.828ab9eba292d420.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:09	27411/27411	---MCZ	200	added ('OK')	application/javascript	etag:W/%221840ea298026ba55ab9c2d9db18c3f00%22	https://www.commoninja.com/apps/_next/static/chunks/43599.10c2c4ccc1c0ec75.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/43599.10c2c4ccc1c0ec75.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:10	38467/38467	---MCZ	200	added ('OK')	application/javascript	etag:W/%222668a490f93564a286b70d7c1d2cc149%22	https://www.commoninja.com/apps/_next/static/chunks/webpack-e6c1ab86b02d2693.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/webpack-e6c1ab86b02d2693.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:10	140952/140952	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650ae80d1b2618c75745666420ea242b%22	https://www.commoninja.com/apps/_next/static/chunks/framework-6561525190218be8.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/framework-6561525190218be8.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:10	157450/157450	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a43e533368f3c49a7d6c5e86cf59e2a5%22	https://www.commoninja.com/apps/_next/static/chunks/main-29f68c38e3feefa2.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/main-29f68c38e3feefa2.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:10	6087/6087	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bbbe32952bd7b739e20977cf6f1f4d99%22	https://www.commoninja.com/apps/_next/static/chunks/pages/_app-13e2ac95e88b4ad5.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/pages/_app-13e2ac95e88b4ad5.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:10	245109/245109	---MCZ	200	added ('OK')	application/javascript	etag:W/%220d54728d2da0be963d652801295c6c78%22	https://www.commoninja.com/apps/_next/static/chunks/93560-b56fcae54a2e0198.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/93560-b56fcae54a2e0198.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:11	38936/38936	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ae6caa72139885c5d6b1688cc90858f%22	https://www.commoninja.com/apps/_next/static/chunks/63764-86f9bc4016f8dde0.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/63764-86f9bc4016f8dde0.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:11	122494/122494	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dae6d60eacc828e0ab9724bfc7a0583c%22	https://www.commoninja.com/apps/_next/static/chunks/78609-b6b72633593208f5.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/78609-b6b72633593208f5.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:11	13893/13893	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224901123ce79bc6d2ba1e4b04ff2f57d%22	https://www.commoninja.com/apps/_next/static/chunks/51603-489753837a3fa395.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/51603-489753837a3fa395.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:11	73355/73355	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d74a45cdb961770762b7da342383457d%22	https://www.commoninja.com/apps/_next/static/chunks/34750-6738e374872a6a5b.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/34750-6738e374872a6a5b.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:12	13616/13616	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ab9074e50e1169b6b9d37d14feb20325%22	https://www.commoninja.com/apps/_next/static/chunks/pages/iframe/%5B...pathname%5D-4c5a13f444c6b851.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/chunks/pages/iframe/[...pathname]-4c5a13f444c6b851.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:12	2162/2162	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0427b2e136883d6fb8d82f8a45442c%22	https://www.commoninja.com/apps/_next/static/JOm36z1GoOIY_d7n402YS/_buildManifest.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/JOm36z1GoOIY_d7n402YS/_buildManifest.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:12	77/77	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b6652df95db52feb4daf4eca35380933%22	https://www.commoninja.com/apps/_next/static/JOm36z1GoOIY_d7n402YS/_ssgManifest.js	C:/My%20Web%20Sites/code/www.commoninja.com/apps/_next/static/JOm36z1GoOIY_d7n402YS/_ssgManifest.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:12	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2026%20Sep%202024%2019:51:10%20GMT	https://widgets.commoninja.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/code/widgets.commoninja.com/cdn-cgi/challenge-platform/scripts/jsd/main.29.delayed	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
15:51:13	8023/8023	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2026%20Sep%202024%2019:51:10%20GMT	https://widgets.commoninja.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/ec4b873d446c/main.js?	C:/My%20Web%20Sites/code/widgets.commoninja.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/ec4b873d446c/maind41d.js	(from https://widgets.commoninja.com/iframe/4ef24394-2e6e-4cf3-9fc5-b1226c5558d9)
